64,051;15,8139;81,78486345171922
64,0654;15,8228;81,76162308166921
64,1085;15,8495;81,69183448111922
64,1806;15,894;81,57522508786921
64,2822;15,9563;81,41123885061921
64,4142;16,0365;81,19901270541922
64,5777;16,1348;80,93733758931921
64,7741;16,251;80,62459933526922
65,0056;16,3854;80,25869165321922
65,2748;16,5381;79,83688822211921
65,5849;16,7092;79,35565181591922
65,9405;16,8989;78,81034139256921
66,3477;17,1073;78,19474417191921
66,8148;17,3346;77,50028653231922
67,354;17,5812;76,71460308031922
67,984;17,8471;75,81866955456921
68,7369;18,1327;74,78016299051922
69,6774;18,4382;73,53408299286922
70,9913;18,764;71,89437752991921
74,8347;19,1104;67,70465737131921
80,8869;19,4778;61,28499952781922
86,8608;19,8672;54,92174519661922
92,807;20,2794;48,56335897701922
98,7304;20,7132;42,20620215421922
104,635;21,1651;35,84967289451922
110,525;21,631;29,49367706151922
116,404;22,1071;23,13821015476922
122,276;22,5905;16,78327208596922
128,142;23,0793;10,42885262926922
134,003;23,5719;4,07493242141922
139,861;24,0675;-2,27851357358078
145,716;24,5653;-8,63151310893078
151,569;25,0648;-14,98409463318078
157,42;25,5657;-21,33628604053078
163,27;26,0676;-27,68811395928078
169,119;26,5705;-34,03960338948078
174,967;27,074;-40,39077755748078
180,813;27,5781;-46,74165790023078
186,659;28,0827;-53,09226412428078
192,505;28,5877;-59,44261430483078
198,349;29,0931;-65,79272500323079
204,194;29,5987;-72,14261139023078
210,037;30,1046;-78,49228736763078
215,881;30,6108;-84,84176568403078
221,724;31,1171;-91,19105804258078
227,566;31,6236;-97,54017519988078
233,409;32,1302;-103,88912705593079
239,251;32,6369;-110,23792273548078
245,093;33,1438;-116,58657066133078
250,934;33,6508;-122,93507862003078
256,775;34,1578;-129,28345382088079
262,617;34,6649;-135,63170294883079
268,457;35,1721;-141,97983221183077
274,298;35,6794;-148,32784738343079
280,139;36,1867;-154,67575384083079
285,979;36,6941;-161,02355659908079
291,82;37,2015;-167,37126034193079
297,66;37,7089;-173,71886944963077
303,5;38,2164;-180,06638802388079
309,34;38,7239;-186,41381991028078
315,179;39,2315;-192,76116871883079
321,019;39,7391;-199,10843784243079
326,859;40,2467;-205,45563047353079
332,698;40,7543;-211,80274961928077
338,538;41,2619;-218,14979811538078
344,377;41,7696;-224,49677863878077
350,216;42,2773;-230,84369371903080
356,055;42,785;-237,19054574863077
361,894;43,2927;-243,53733699273079
367,733;43,8004;-249,88406959793079
373,572;44,3081;-256,23074560028078
379,411;44,8159;-262,57736693268077
385,25;45,3236;-268,92393543163081
391,089;45,8314;-275,27045284338078
396,928;46,3392;-281,61692082978078
402,766;46,8469;-287,96334097363081
408,605;47,3547;-294,30971478348079
414,443;47,8625;-300,65604369818078
420,282;48,3703;-307,00232909108081
426,12;48,8781;-313,34857227388079
431,959;49,3859;-319,69477450023078
437,797;49,8937;-326,04093696913077
443,635;50,4015;-332,38706082808079
449,474;50,9094;-338,73314717593081
455,312;51,4172;-345,07919706548080
461,15;51,925;-351,42521150608076
466,988;52,4328;-357,77119146598079
472,826;52,9407;-364,11713787453078
478,664;53,4485;-370,46305162418076
484,502;53,9563;-376,80893357238079
490,34;54,4642;-383,15478454348079
496,178;54,972;-389,50060533033076
502,016;55,4798;-395,84639669583078
507,854;55,9877;-402,19215937443079
513,692;56,4955;-408,53789407358079
519,53;57,0033;-414,88360147498076
525,368;57,5112;-421,22928223578077
531,206;58,019;-427,57493698983080
537,043;58,5269;-433,92056634868078
542,881;59,0347;-440,26617090263079
548,719;59,5425;-446,61175122173080
554,557;60,0504;-452,95730785663079
560,394;60,5582;-459,30284133953080
566,232;61,0661;-465,64835218498081
572,07;61,5739;-471,99384089058077
577,907;62,0817;-478,33930793778080
583,745;62,5896;-484,68475379253078
589,583;63,0974;-491,03017890588080
595,42;63,6053;-497,37558371473079
601,258;64,1131;-503,72096864238080
607,095;64,6209;-510,06633409903077
612,933;65,1288;-516,41168048238080
618,77;65,6366;-522,75700817813083
624,608;66,1445;-529,10231756038081
630,445;66,6523;-535,44760899208075
636,283;67,1601;-541,79288282558082
642,12;67,668;-548,13813940303078
647,957;68,1758;-554,48337905668075
653,795;68,6836;-560,82860210928084
659,632;69,1915;-567,17380887443073
665,469;69,6993;-573,51899965698078
671,307;70,2071;-579,86417475333076
677,144;70,7149;-586,20933445173080
682,981;71,2228;-592,55447903258073
688,819;71,7306;-598,89960876868076
